0,1,2,3,4
Argentina,2 - 2,Croatia,58,23
Argentina,4 - 0,Nigeria,58,-39
Island,0 - 3,Croatia,58,40
Island,3 - 2,Nigeria,58,-25
Croatia,1 - 2,Nigeria,58,8
Brazil,2 - 1,Switzerland,58,11
Brazil,3 - 0,Costa Rica,58,24
Brazil,1 - 0,Serbia,58,-43
Switzerland,3 - 2,Costa Rica,58,44
Switzerland,1 - 2,Serbia,58,-26
Costa Rica,2 - 2,Serbia,58,9
Germany,2 - 1,Mexico,58,10
Germany,2 - 0,Sweden,58,29
Germany,1 - 1,South Korea,58,-42
Mexico,0 - 3,Sweden,58,41
Mexico,1 - 1,South Korea,58,-28
Sweden,4 - 1,South Korea,58,12
Belgium,2 - 0,Panama,58,13
Belgium,3 - 3,Tunesia,58,27
Belgium,1 - 1,England,58,-45
Panama,1 - 1,Tunesia,58,47
Panama,0 - 4,England,58,-30
Tunesia,0 - 1,England,58,14
Poland,2 - 3,Senegal,58,16
Poland,2 - 3,Colombia,58,32
Poland,0 - 0,Japan,58,-48
Senegal,1 - 1,Colombia,58,46
Senegal,2 - 1,Japan,58,-31
Colombia,2 - 1,Japan,58,15
Russia,2 - 1,Saudi Arabia,59,1
Russia,1 - 1,Egypt,59,17
Russia,0 - 2,Uruguay,59,-34
Saudi Arabia,0 - 1,Egypt,59,33
Saudi Arabia,1 - 1,Uruguay,59,-19
Egypt,1 - 1,Uruguay,59,2
Portugal,2 - 3,Spain,59,4
Portugal,2 - 1,Morocco,59,18
Portugal,2 - 0,Iran,59,-35
Spain,4 - 1,Morocco,59,36
Spain,1 - 0,Iran,59,-20
Morocco,1 - 1,Iran,59,3
France,2 - 1,Australia,59,5
France,4 - 2,Peru,59,22
France,2 - 2,Denmark,59,-38
Australia,0 - 1,Peru,59,37
Australia,1 - 4,Denmark,59,-21
Peru,2 - 3,Denmark,59,7
Argentina,2 - 0,Island,59,6
Argentina,0 - 1,Croatia,59,23
Argentina,0 - 0,Nigeria,59,-39
Island,1 - 1,Croatia,59,40
Island,3 - 3,Nigeria,59,-25
Croatia,4 - 2,Nigeria,59,8
Brazil,1 - 1,Switzerland,59,11
Brazil,2 - 0,Costa Rica,59,24
Brazil,2 - 0,Serbia,59,-43
Switzerland,1 - 0,Costa Rica,59,44
Switzerland,1 - 0,Serbia,59,-26
Costa Rica,0 - 3,Serbia,59,9
Germany,2 - 1,Mexico,59,10
Germany,4 - 1,Sweden,59,29
Germany,3 - 0,South Korea,59,-42
Mexico,1 - 2,Sweden,59,41
Mexico,0 - 0,South Korea,59,-28
Sweden,3 - 1,South Korea,59,12
Belgium,2 - 1,Panama,59,13
Belgium,3 - 1,Tunesia,59,27
Belgium,2 - 0,England,59,-45
Panama,0 - 3,Tunesia,59,47
Panama,1 - 2,England,59,-30
Tunesia,0 - 1,England,59,14
Poland,2 - 1,Senegal,59,16
Poland,0 - 1,Colombia,59,32
Poland,3 - 1,Japan,59,-48
Senegal,2 - 0,Colombia,59,46
Senegal,1 - 1,Japan,59,-31
Colombia,1 - 0,Japan,59,15
Russia,3 - 0,Saudi Arabia,60,1
Russia,2 - 2,Egypt,60,17
Russia,1 - 5,Uruguay,60,-34
Saudi Arabia,0 - 2,Egypt,60,33
Saudi Arabia,1 - 2,Uruguay,60,-19
Egypt,1 - 4,Uruguay,60,2
Portugal,2 - 2,Spain,60,4
Portugal,2 - 2,Morocco,60,18
Portugal,1 - 0,Iran,60,-35
Spain,3 - 0,Morocco,60,36
Spain,2 - 3,Iran,60,-20
Morocco,3 - 1,Iran,60,3
France,4 - 0,Australia,60,5
France,2 - 1,Peru,60,22
France,1 - 1,Denmark,60,-38
Australia,0 - 4,Peru,60,37
Australia,0 - 4,Denmark,60,-21
Peru,2 - 3,Denmark,60,7
Argentina,1 - 2,Island,60,6
Argentina,1 - 2,Croatia,60,23
Argentina,3 - 0,Nigeria,60,-39
Island,1 - 3,Croatia,60,40
Island,1 - 0,Nigeria,60,-25
Croatia,3 - 2,Nigeria,60,8
Brazil,1 - 1,Switzerland,60,11
Brazil,3 - 0,Costa Rica,60,24
Brazil,1 - 0,Serbia,60,-43
Switzerland,1 - 2,Costa Rica,60,44
Switzerland,1 - 0,Serbia,60,-26
Costa Rica,1 - 2,Serbia,60,9
Germany,3 - 2,Mexico,60,10
Germany,0 - 0,Sweden,60,29
Germany,1 - 2,South Korea,60,-42
Mexico,0 - 2,Sweden,60,41
Mexico,3 - 1,South Korea,60,-28
Sweden,1 - 3,South Korea,60,12
Belgium,1 - 0,Panama,60,13
Belgium,4 - 0,Tunesia,60,27
Belgium,1 - 2,England,60,-45
Panama,1 - 1,Tunesia,60,47
Panama,2 - 2,England,60,-30
Tunesia,1 - 0,England,60,14
Poland,1 - 0,Senegal,60,16
Poland,3 - 2,Colombia,60,32
Poland,2 - 0,Japan,60,-48
Senegal,2 - 2,Colombia,60,46
Senegal,2 - 5,Japan,60,-31
Colombia,3 - 0,Japan,60,15
Russia,2 - 3,Saudi Arabia,61,1
Russia,1 - 1,Egypt,61,17
Russia,3 - 3,Uruguay,61,-34
Saudi Arabia,2 - 2,Egypt,61,33
Saudi Arabia,1 - 5,Uruguay,61,-19
Egypt,1 - 3,Uruguay,61,2
Portugal,4 - 2,Spain,61,4
Portugal,3 - 0,Morocco,61,18
Portugal,1 - 2,Iran,61,-35
Spain,2 - 1,Morocco,61,36
Spain,2 - 0,Iran,61,-20
Morocco,1 - 3,Iran,61,3
France,5 - 0,Australia,61,5
France,3 - 0,Peru,61,22
France,2 - 2,Denmark,61,-38
Australia,2 - 3,Peru,61,37
Australia,1 - 1,Denmark,61,-21
Peru,0 - 0,Denmark,61,7
Argentina,2 - 3,Island,61,6
Argentina,2 - 0,Croatia,61,23
Argentina,1 - 0,Nigeria,61,-39
Island,1 - 1,Croatia,61,40
Island,1 - 1,Nigeria,61,-25
Croatia,5 - 2,Nigeria,61,8
Brazil,2 - 1,Switzerland,61,11
Brazil,4 - 0,Costa Rica,61,24
Brazil,2 - 3,Serbia,61,-43
Switzerland,3 - 1,Costa Rica,61,44
Switzerland,1 - 0,Serbia,61,-26
Costa Rica,1 - 3,Serbia,61,9
Germany,4 - 0,Mexico,61,10
Germany,3 - 0,Sweden,61,29
Germany,3 - 0,South Korea,61,-42
Mexico,0 - 0,Sweden,61,41
Mexico,3 - 4,South Korea,61,-28
Sweden,4 - 2,South Korea,61,12
Belgium,2 - 0,Panama,61,13
Belgium,3 - 2,Tunesia,61,27
Belgium,3 - 1,England,61,-45
Panama,0 - 3,Tunesia,61,47
Panama,0 - 3,England,61,-30
Tunesia,0 - 1,England,61,14
Poland,0 - 1,Senegal,61,16
Poland,2 - 4,Colombia,61,32
Poland,4 - 2,Japan,61,-48
Senegal,1 - 3,Colombia,61,46
Senegal,4 - 0,Japan,61,-31
Colombia,1 - 0,Japan,61,15
Russia,4 - 1,Saudi Arabia,62,1
Russia,3 - 1,Egypt,62,17
Russia,1 - 2,Uruguay,62,-34
Saudi Arabia,1 - 3,Egypt,62,33
Saudi Arabia,1 - 4,Uruguay,62,-19
Egypt,0 - 1,Uruguay,62,2
Portugal,1 - 3,Spain,62,4
Portugal,2 - 2,Morocco,62,18
Portugal,1 - 0,Iran,62,-35
Spain,2 - 1,Morocco,62,36
Spain,1 - 1,Iran,62,-20
Morocco,1 - 2,Iran,62,3
France,0 - 0,Australia,62,5
France,2 - 1,Peru,62,22
France,0 - 0,Denmark,62,-38
Australia,1 - 2,Peru,62,37
Australia,1 - 0,Denmark,62,-21
Peru,1 - 2,Denmark,62,7
Argentina,3 - 2,Island,62,6
Argentina,1 - 0,Croatia,62,23
Argentina,2 - 1,Nigeria,62,-39
Island,0 - 1,Croatia,62,40
Island,3 - 1,Nigeria,62,-25
Croatia,5 - 0,Nigeria,62,8
Brazil,2 - 0,Switzerland,62,11
Brazil,4 - 0,Costa Rica,62,24
Brazil,1 - 0,Serbia,62,-43
Switzerland,4 - 1,Costa Rica,62,44
Switzerland,2 - 3,Serbia,62,-26
Costa Rica,1 - 1,Serbia,62,9
Germany,3 - 2,Mexico,62,10
Germany,3 - 1,Sweden,62,29
Germany,2 - 0,South Korea,62,-42
Mexico,1 - 1,Sweden,62,41
Mexico,2 - 2,South Korea,62,-28
Sweden,2 - 1,South Korea,62,12
Belgium,4 - 1,Panama,62,13
Belgium,2 - 0,Tunesia,62,27
Belgium,3 - 2,England,62,-45
Panama,3 - 2,Tunesia,62,47
Panama,0 - 3,England,62,-30
Tunesia,1 - 2,England,62,14
Poland,4 - 1,Senegal,62,16
Poland,3 - 2,Colombia,62,32
Poland,5 - 2,Japan,62,-48
Senegal,2 - 2,Colombia,62,46
Senegal,0 - 1,Japan,62,-31
Colombia,3 - 1,Japan,62,15
Russia,3 - 1,Saudi Arabia,63,1
Russia,2 - 1,Egypt,63,17
Russia,2 - 2,Uruguay,63,-34
Saudi Arabia,2 - 5,Egypt,63,33
Saudi Arabia,1 - 2,Uruguay,63,-19
Egypt,1 - 3,Uruguay,63,2
Portugal,3 - 4,Spain,63,4
Portugal,3 - 2,Morocco,63,18
Portugal,5 - 1,Iran,63,-35
Spain,0 - 1,Morocco,63,36
Spain,2 - 1,Iran,63,-20
Morocco,1 - 2,Iran,63,3
France,1 - 2,Australia,63,5
France,2 - 0,Peru,63,22
France,2 - 0,Denmark,63,-38
Australia,2 - 2,Peru,63,37
Australia,2 - 3,Denmark,63,-21
Peru,0 - 2,Denmark,63,7
Argentina,1 - 1,Island,63,6
Argentina,3 - 1,Croatia,63,23
Argentina,2 - 2,Nigeria,63,-39
Island,3 - 1,Croatia,63,40
Island,0 - 2,Nigeria,63,-25
Croatia,3 - 3,Nigeria,63,8
Brazil,1 - 1,Switzerland,63,11
Brazil,4 - 0,Costa Rica,63,24
Brazil,2 - 0,Serbia,63,-43
Switzerland,0 - 1,Costa Rica,63,44
Switzerland,2 - 4,Serbia,63,-26
Costa Rica,0 - 0,Serbia,63,9
Germany,2 - 0,Mexico,63,10
Germany,4 - 0,Sweden,63,29
Germany,3 - 0,South Korea,63,-42
Mexico,1 - 0,Sweden,63,41
Mexico,1 - 0,South Korea,63,-28
Sweden,1 - 0,South Korea,63,12
Belgium,2 - 0,Panama,63,13
Belgium,4 - 0,Tunesia,63,27
Belgium,0 - 3,England,63,-45
Panama,2 - 2,Tunesia,63,47
Panama,1 - 4,England,63,-30
Tunesia,0 - 3,England,63,14
Poland,2 - 2,Senegal,63,16
Poland,0 - 2,Colombia,63,32
Poland,3 - 0,Japan,63,-48
Senegal,0 - 2,Colombia,63,46
Senegal,2 - 2,Japan,63,-31
Colombia,1 - 1,Japan,63,15
Russia,2 - 3,Saudi Arabia,64,1
Russia,1 - 1,Egypt,64,17
Russia,2 - 2,Uruguay,64,-34
Saudi Arabia,1 - 2,Egypt,64,33
Saudi Arabia,2 - 3,Uruguay,64,-19
Egypt,1 - 2,Uruguay,64,2
Portugal,2 - 2,Spain,64,4
Portugal,0 - 3,Morocco,64,18
Portugal,0 - 0,Iran,64,-35
Spain,2 - 2,Morocco,64,36
Spain,2 - 0,Iran,64,-20
Morocco,0 - 2,Iran,64,3
France,2 - 1,Australia,64,5
France,2 - 0,Peru,64,22
France,3 - 1,Denmark,64,-38
Australia,1 - 0,Peru,64,37
Australia,0 - 1,Denmark,64,-21
Peru,1 - 3,Denmark,64,7
Argentina,2 - 3,Island,64,6
Argentina,0 - 1,Croatia,64,23
Argentina,1 - 0,Nigeria,64,-39
Island,2 - 3,Croatia,64,40
Island,2 - 1,Nigeria,64,-25
Croatia,0 - 0,Nigeria,64,8
Brazil,1 - 1,Switzerland,64,11
Brazil,3 - 0,Costa Rica,64,24
Brazil,3 - 1,Serbia,64,-43
Switzerland,3 - 0,Costa Rica,64,44
Switzerland,2 - 2,Serbia,64,-26
Costa Rica,1 - 2,Serbia,64,9
Germany,5 - 1,Mexico,64,10
Germany,4 - 0,Sweden,64,29
Germany,2 - 1,South Korea,64,-42
Mexico,1 - 2,Sweden,64,41
Mexico,1 - 3,South Korea,64,-28
Sweden,5 - 1,South Korea,64,12
Belgium,7 - 0,Panama,64,13
Belgium,2 - 0,Tunesia,64,27
Belgium,1 - 1,England,64,-45
Panama,2 - 1,Tunesia,64,47
Panama,0 - 2,England,64,-30
Tunesia,0 - 4,England,64,14
Poland,4 - 0,Senegal,64,16
Poland,1 - 4,Colombia,64,32
Poland,3 - 1,Japan,64,-48
Senegal,4 - 2,Colombia,64,46
Senegal,1 - 1,Japan,64,-31
Colombia,2 - 0,Japan,64,15
Russia,2 - 0,Saudi Arabia,65,1
Russia,2 - 0,Egypt,65,17
Russia,0 - 1,Uruguay,65,-34
Saudi Arabia,1 - 3,Egypt,65,33
Saudi Arabia,1 - 4,Uruguay,65,-19
Egypt,1 - 3,Uruguay,65,2
Portugal,2 - 1,Spain,65,4
Portugal,2 - 0,Morocco,65,18
Portugal,3 - 0,Iran,65,-35
Spain,6 - 0,Morocco,65,36
Spain,2 - 3,Iran,65,-20
Morocco,1 - 2,Iran,65,3
France,2 - 0,Australia,65,5
France,0 - 0,Peru,65,22
France,3 - 4,Denmark,65,-38
Australia,2 - 2,Peru,65,37
Australia,0 - 3,Denmark,65,-21
Peru,2 - 0,Denmark,65,7
Argentina,1 - 1,Island,65,6
Argentina,1 - 2,Croatia,65,23
Argentina,1 - 1,Nigeria,65,-39
Island,2 - 2,Croatia,65,40
Island,3 - 0,Nigeria,65,-25
Croatia,2 - 1,Nigeria,65,8
Brazil,2 - 2,Switzerland,65,11
Brazil,5 - 1,Costa Rica,65,24
Brazil,1 - 1,Serbia,65,-43
Switzerland,1 - 2,Costa Rica,65,44
Switzerland,4 - 4,Serbia,65,-26
Costa Rica,4 - 3,Serbia,65,9
Germany,4 - 1,Mexico,65,10
Germany,3 - 1,Sweden,65,29
Germany,4 - 0,South Korea,65,-42
Mexico,1 - 2,Sweden,65,41
Mexico,2 - 1,South Korea,65,-28
Sweden,2 - 1,South Korea,65,12
Belgium,2 - 1,Panama,65,13
Belgium,5 - 0,Tunesia,65,27
Belgium,2 - 2,England,65,-45
Panama,2 - 1,Tunesia,65,47
Panama,2 - 0,England,65,-30
Tunesia,1 - 4,England,65,14
Poland,3 - 4,Senegal,65,16
Poland,3 - 4,Colombia,65,32
Poland,1 - 1,Japan,65,-48
Senegal,0 - 1,Colombia,65,46
Senegal,2 - 0,Japan,65,-31
Colombia,2 - 2,Japan,65,15
Russia,2 - 1,Saudi Arabia,66,1
Russia,2 - 0,Egypt,66,17
Russia,1 - 4,Uruguay,66,-34
Saudi Arabia,2 - 1,Egypt,66,33
Saudi Arabia,1 - 2,Uruguay,66,-19
Egypt,1 - 4,Uruguay,66,2
Portugal,1 - 1,Spain,66,4
Portugal,3 - 0,Morocco,66,18
Portugal,1 - 0,Iran,66,-35
Spain,4 - 1,Morocco,66,36
Spain,3 - 1,Iran,66,-20
Morocco,2 - 1,Iran,66,3
France,2 - 0,Australia,66,5
France,2 - 1,Peru,66,22
France,1 - 1,Denmark,66,-38
Australia,4 - 2,Peru,66,37
Australia,3 - 3,Denmark,66,-21
Peru,2 - 1,Denmark,66,7
Argentina,0 - 1,Island,66,6
Argentina,3 - 1,Croatia,66,23
Argentina,2 - 2,Nigeria,66,-39
Island,0 - 3,Croatia,66,40
Island,6 - 1,Nigeria,66,-25
Croatia,1 - 1,Nigeria,66,8
Brazil,1 - 1,Switzerland,66,11
Brazil,5 - 0,Costa Rica,66,24
Brazil,2 - 1,Serbia,66,-43
Switzerland,3 - 1,Costa Rica,66,44
Switzerland,4 - 4,Serbia,66,-26
Costa Rica,3 - 1,Serbia,66,9
Germany,2 - 2,Mexico,66,10
Germany,1 - 0,Sweden,66,29
Germany,2 - 0,South Korea,66,-42
Mexico,1 - 3,Sweden,66,41
Mexico,2 - 1,South Korea,66,-28
Sweden,4 - 2,South Korea,66,12
Belgium,4 - 0,Panama,66,13
Belgium,1 - 0,Tunesia,66,27
Belgium,2 - 2,England,66,-45
Panama,1 - 3,Tunesia,66,47
Panama,1 - 5,England,66,-30
Tunesia,0 - 5,England,66,14
Poland,1 - 0,Senegal,66,16
Poland,0 - 4,Colombia,66,32
Poland,3 - 0,Japan,66,-48
Senegal,3 - 2,Colombia,66,46
Senegal,1 - 1,Japan,66,-31
Colombia,2 - 1,Japan,66,15
Russia,2 - 1,Saudi Arabia,67,1
Russia,2 - 1,Egypt,67,17
Russia,2 - 1,Uruguay,67,-34
Saudi Arabia,0 - 1,Egypt,67,33
Saudi Arabia,1 - 2,Uruguay,67,-19
Egypt,2 - 0,Uruguay,67,2
Portugal,0 - 3,Spain,67,4
Portugal,2 - 2,Morocco,67,18
Portugal,1 - 2,Iran,67,-35
Spain,4 - 0,Morocco,67,36
Spain,0 - 0,Iran,67,-20
Morocco,3 - 2,Iran,67,3
France,1 - 0,Australia,67,5
France,1 - 0,Peru,67,22
France,1 - 0,Denmark,67,-38
Australia,1 - 3,Peru,67,37
Australia,1 - 3,Denmark,67,-21
Peru,1 - 1,Denmark,67,7
Argentina,4 - 0,Island,67,6
Argentina,1 - 2,Croatia,67,23
Argentina,3 - 2,Nigeria,67,-39
Island,3 - 2,Croatia,67,40
Island,1 - 1,Nigeria,67,-25
Croatia,1 - 2,Nigeria,67,8
Brazil,2 - 2,Switzerland,67,11
Brazil,1 - 0,Costa Rica,67,24
Brazil,0 - 0,Serbia,67,-43
Switzerland,2 - 0,Costa Rica,67,44
Switzerland,2 - 3,Serbia,67,-26
Costa Rica,1 - 1,Serbia,67,9
Germany,1 - 1,Mexico,67,10
Germany,6 - 1,Sweden,67,29
Germany,4 - 1,South Korea,67,-42
Mexico,2 - 1,Sweden,67,41
Mexico,2 - 2,South Korea,67,-28
Sweden,1 - 3,South Korea,67,12
Belgium,4 - 0,Panama,67,13
Belgium,2 - 0,Tunesia,67,27
Belgium,1 - 3,England,67,-45
Panama,3 - 2,Tunesia,67,47
Panama,1 - 2,England,67,-30
Tunesia,1 - 1,England,67,14
Poland,3 - 4,Senegal,67,16
Poland,0 - 0,Colombia,67,32
Poland,3 - 0,Japan,67,-48
Senegal,0 - 1,Colombia,67,46
Senegal,1 - 2,Japan,67,-31
Colombia,3 - 0,Japan,67,15
Russia,1 - 1,Saudi Arabia,68,1
Russia,3 - 1,Egypt,68,17
Russia,1 - 3,Uruguay,68,-34
Saudi Arabia,1 - 2,Egypt,68,33
Saudi Arabia,2 - 4,Uruguay,68,-19
Egypt,2 - 2,Uruguay,68,2
Portugal,0 - 1,Spain,68,4
Portugal,4 - 3,Morocco,68,18
Portugal,3 - 0,Iran,68,-35
Spain,1 - 0,Morocco,68,36
Spain,3 - 0,Iran,68,-20
Morocco,4 - 3,Iran,68,3
France,1 - 1,Australia,68,5
France,1 - 0,Peru,68,22
France,4 - 0,Denmark,68,-38
Australia,1 - 2,Peru,68,37
Australia,3 - 3,Denmark,68,-21
Peru,2 - 2,Denmark,68,7
Argentina,3 - 2,Island,68,6
Argentina,2 - 1,Croatia,68,23
Argentina,2 - 2,Nigeria,68,-39
Island,1 - 1,Croatia,68,40
Island,3 - 1,Nigeria,68,-25
Croatia,2 - 2,Nigeria,68,8
Brazil,2 - 1,Switzerland,68,11
Brazil,2 - 1,Costa Rica,68,24
Brazil,1 - 0,Serbia,68,-43
Switzerland,1 - 1,Costa Rica,68,44
Switzerland,4 - 1,Serbia,68,-26
Costa Rica,1 - 2,Serbia,68,9
Germany,2 - 2,Mexico,68,10
Germany,2 - 2,Sweden,68,29
Germany,2 - 0,South Korea,68,-42
Mexico,2 - 2,Sweden,68,41
Mexico,5 - 0,South Korea,68,-28
Sweden,0 - 4,South Korea,68,12
Belgium,1 - 0,Panama,68,13
Belgium,2 - 2,Tunesia,68,27
Belgium,2 - 1,England,68,-45
Panama,2 - 2,Tunesia,68,47
Panama,1 - 1,England,68,-30
Tunesia,0 - 3,England,68,14
Poland,0 - 3,Senegal,68,16
Poland,0 - 2,Colombia,68,32
Poland,2 - 1,Japan,68,-48
Senegal,1 - 0,Colombia,68,46
Senegal,2 - 1,Japan,68,-31
Colombia,1 - 0,Japan,68,15
Russia,5 - 0,Saudi Arabia,69,1
Russia,0 - 2,Egypt,69,17
Russia,1 - 2,Uruguay,69,-34
Saudi Arabia,1 - 2,Egypt,69,33
Saudi Arabia,1 - 1,Uruguay,69,-19
Egypt,0 - 3,Uruguay,69,2
Portugal,2 - 2,Spain,69,4
Portugal,2 - 1,Morocco,69,18
Portugal,1 - 1,Iran,69,-35
Spain,2 - 0,Morocco,69,36
Spain,3 - 3,Iran,69,-20
Morocco,3 - 1,Iran,69,3
France,5 - 1,Australia,69,5
France,3 - 1,Peru,69,22
France,2 - 4,Denmark,69,-38
Australia,0 - 2,Peru,69,37
Australia,1 - 1,Denmark,69,-21
Peru,0 - 2,Denmark,69,7
Argentina,2 - 1,Island,69,6
Argentina,2 - 2,Croatia,69,23
Argentina,2 - 1,Nigeria,69,-39
Island,0 - 2,Croatia,69,40
Island,3 - 3,Nigeria,69,-25
Croatia,2 - 2,Nigeria,69,8
Brazil,2 - 1,Switzerland,69,11
Brazil,4 - 0,Costa Rica,69,24
Brazil,3 - 1,Serbia,69,-43
Switzerland,0 - 3,Costa Rica,69,44
Switzerland,1 - 1,Serbia,69,-26
Costa Rica,1 - 1,Serbia,69,9
Germany,4 - 0,Mexico,69,10
Germany,5 - 1,Sweden,69,29
Germany,0 - 1,South Korea,69,-42
Mexico,1 - 2,Sweden,69,41
Mexico,3 - 1,South Korea,69,-28
Sweden,2 - 1,South Korea,69,12
Belgium,4 - 1,Panama,69,13
Belgium,2 - 1,Tunesia,69,27
Belgium,0 - 2,England,69,-45
Panama,0 - 2,Tunesia,69,47
Panama,0 - 2,England,69,-30
Tunesia,0 - 2,England,69,14
Poland,3 - 1,Senegal,69,16
Poland,0 - 0,Colombia,69,32
Poland,3 - 0,Japan,69,-48
Senegal,0 - 3,Colombia,69,46
Senegal,2 - 0,Japan,69,-31
Colombia,1 - 1,Japan,69,15
Russia,4 - 1,Saudi Arabia,70,1
Russia,0 - 0,Egypt,70,17
Russia,0 - 2,Uruguay,70,-34
Saudi Arabia,0 - 2,Egypt,70,33
Saudi Arabia,0 - 4,Uruguay,70,-19
Egypt,0 - 2,Uruguay,70,2
Portugal,1 - 2,Spain,70,4
Portugal,2 - 0,Morocco,70,18
Portugal,3 - 2,Iran,70,-35
Spain,4 - 1,Morocco,70,36
Spain,3 - 1,Iran,70,-20
Morocco,0 - 1,Iran,70,3
France,1 - 1,Australia,70,5
France,1 - 1,Peru,70,22
France,3 - 0,Denmark,70,-38
Australia,2 - 1,Peru,70,37
Australia,2 - 2,Denmark,70,-21
Peru,2 - 1,Denmark,70,7
Argentina,4 - 1,Island,70,6
Argentina,1 - 1,Croatia,70,23
Argentina,4 - 4,Nigeria,70,-39
Island,1 - 1,Croatia,70,40
Island,3 - 2,Nigeria,70,-25
Croatia,4 - 1,Nigeria,70,8
Brazil,1 - 0,Switzerland,70,11
Brazil,5 - 0,Costa Rica,70,24
Brazil,2 - 0,Serbia,70,-43
Switzerland,0 - 0,Costa Rica,70,44
Switzerland,2 - 2,Serbia,70,-26
Costa Rica,2 - 3,Serbia,70,9
Germany,3 - 2,Mexico,70,10
Germany,3 - 1,Sweden,70,29
Germany,3 - 1,South Korea,70,-42
Mexico,1 - 1,Sweden,70,41
Mexico,3 - 1,South Korea,70,-28
Sweden,5 - 4,South Korea,70,12
Belgium,3 - 0,Panama,70,13
Belgium,6 - 0,Tunesia,70,27
Belgium,2 - 1,England,70,-45
Panama,2 - 1,Tunesia,70,47
Panama,0 - 2,England,70,-30
Tunesia,1 - 0,England,70,14
Poland,1 - 0,Senegal,70,16
Poland,2 - 3,Colombia,70,32
Poland,1 - 1,Japan,70,-48
Senegal,2 - 3,Colombia,70,46
Senegal,1 - 3,Japan,70,-31
Colombia,3 - 2,Japan,70,15
Russia,3 - 1,Saudi Arabia,71,1
Russia,3 - 1,Egypt,71,17
Russia,1 - 2,Uruguay,71,-34
Saudi Arabia,1 - 1,Egypt,71,33
Saudi Arabia,0 - 3,Uruguay,71,-19
Egypt,2 - 3,Uruguay,71,2
Portugal,3 - 1,Spain,71,4
Portugal,2 - 1,Morocco,71,18
Portugal,0 - 0,Iran,71,-35
Spain,2 - 0,Morocco,71,36
Spain,3 - 0,Iran,71,-20
Morocco,1 - 0,Iran,71,3
France,4 - 0,Australia,71,5
France,1 - 0,Peru,71,22
France,5 - 3,Denmark,71,-38
Australia,0 - 2,Peru,71,37
Australia,1 - 2,Denmark,71,-21
Peru,1 - 3,Denmark,71,7
Argentina,0 - 2,Island,71,6
Argentina,4 - 1,Croatia,71,23
Argentina,1 - 1,Nigeria,71,-39
Island,2 - 0,Croatia,71,40
Island,3 - 0,Nigeria,71,-25
Croatia,3 - 2,Nigeria,71,8
Brazil,2 - 1,Switzerland,71,11
Brazil,4 - 0,Costa Rica,71,24
Brazil,3 - 0,Serbia,71,-43
Switzerland,3 - 1,Costa Rica,71,44
Switzerland,3 - 3,Serbia,71,-26
Costa Rica,0 - 2,Serbia,71,9
Germany,4 - 0,Mexico,71,10
Germany,2 - 0,Sweden,71,29
Germany,3 - 0,South Korea,71,-42
Mexico,4 - 3,Sweden,71,41
Mexico,2 - 1,South Korea,71,-28
Sweden,2 - 2,South Korea,71,12
Belgium,1 - 0,Panama,71,13
Belgium,3 - 0,Tunesia,71,27
Belgium,1 - 2,England,71,-45
Panama,3 - 0,Tunesia,71,47
Panama,0 - 3,England,71,-30
Tunesia,0 - 1,England,71,14
Poland,1 - 2,Senegal,71,16
Poland,2 - 3,Colombia,71,32
Poland,4 - 0,Japan,71,-48
Senegal,2 - 0,Colombia,71,46
Senegal,2 - 2,Japan,71,-31
Colombia,4 - 0,Japan,71,15
Russia,3 - 1,Saudi Arabia,72,1
Russia,3 - 0,Egypt,72,17
Russia,2 - 2,Uruguay,72,-34
Saudi Arabia,3 - 2,Egypt,72,33
Saudi Arabia,1 - 6,Uruguay,72,-19
Egypt,0 - 3,Uruguay,72,2
Portugal,2 - 3,Spain,72,4
Portugal,3 - 1,Morocco,72,18
Portugal,2 - 0,Iran,72,-35
Spain,1 - 3,Morocco,72,36
Spain,2 - 0,Iran,72,-20
Morocco,1 - 3,Iran,72,3
France,2 - 1,Australia,72,5
France,3 - 0,Peru,72,22
France,3 - 1,Denmark,72,-38
Australia,1 - 3,Peru,72,37
Australia,1 - 4,Denmark,72,-21
Peru,0 - 1,Denmark,72,7
Argentina,4 - 0,Island,72,6
Argentina,1 - 1,Croatia,72,23
Argentina,3 - 3,Nigeria,72,-39
Island,0 - 2,Croatia,72,40
Island,2 - 2,Nigeria,72,-25
Croatia,2 - 2,Nigeria,72,8
Brazil,5 - 0,Switzerland,72,11
Brazil,2 - 1,Costa Rica,72,24
Brazil,2 - 0,Serbia,72,-43
Switzerland,2 - 0,Costa Rica,72,44
Switzerland,2 - 2,Serbia,72,-26
Costa Rica,2 - 1,Serbia,72,9
Germany,2 - 0,Mexico,72,10
Germany,2 - 0,Sweden,72,29
Germany,2 - 1,South Korea,72,-42
Mexico,2 - 3,Sweden,72,41
Mexico,3 - 1,South Korea,72,-28
Sweden,1 - 1,South Korea,72,12
Belgium,3 - 0,Panama,72,13
Belgium,1 - 1,Tunesia,72,27
Belgium,2 - 2,England,72,-45
Panama,3 - 3,Tunesia,72,47
Panama,0 - 3,England,72,-30
Tunesia,0 - 0,England,72,14
Poland,2 - 0,Senegal,72,16
Poland,2 - 0,Colombia,72,32
Poland,2 - 3,Japan,72,-48
Senegal,1 - 2,Colombia,72,46
Senegal,4 - 1,Japan,72,-31
Colombia,2 - 0,Japan,72,15
Russia,2 - 0,Saudi Arabia,73,1
